Date,Value
4/1/1887,5.80
3/1/1887,5.67
2/1/1887,5.54
1/1/1887,5.58
12/1/1886,5.64
11/1/1886,5.79
10/1/1886,5.65
9/1/1886,5.51
8/1/1886,5.37
7/1/1886,5.33
6/1/1886,5.25
5/1/1886,5.02
4/1/1886,5.12
3/1/1886,5.19
2/1/1886,5.30
1/1/1886,5.20
12/1/1885,5.20
11/1/1885,5.24
10/1/1885,4.92
9/1/1885,4.65
8/1/1885,4.71
7/1/1885,4.46
6/1/1885,4.30
5/1/1885,4.32
4/1/1885,4.37
3/1/1885,4.38
2/1/1885,4.37
1/1/1885,4.24
12/1/1884,4.34
11/1/1884,4.35
10/1/1884,4.44
9/1/1884,4.59
8/1/1884,4.74
7/1/1884,4.46
6/1/1884,4.46
5/1/1884,4.65
4/1/1884,5.06
3/1/1884,5.30
2/1/1884,5.32
1/1/1884,5.18
12/1/1883,5.34
11/1/1883,5.46
10/1/1883,5.38
9/1/1883,5.53
8/1/1883,5.47
7/1/1883,5.73
6/1/1883,5.82
5/1/1883,5.77
4/1/1883,5.87
3/1/1883,5.75
2/1/1883,5.68
1/1/1883,5.81
12/1/1882,5.84
11/1/1882,5.81
10/1/1882,6.07
9/1/1882,6.24
8/1/1882,6.18
7/1/1882,6.00
6/1/1882,5.68
5/1/1882,5.71
4/1/1882,5.78
3/1/1882,5.78
2/1/1882,5.79
1/1/1882,5.92
12/1/1881,6.01
11/1/1881,6.19
10/1/1881,6.15
9/1/1881,6.25
8/1/1881,6.20
7/1/1881,6.35
6/1/1881,6.58
5/1/1881,6.50
4/1/1881,6.22
3/1/1881,6.24
2/1/1881,6.17
1/1/1881,6.19
12/1/1880,5.84
11/1/1880,5.61
10/1/1880,5.33
9/1/1880,5.18
8/1/1880,5.19
7/1/1880,5.01
6/1/1880,4.79
5/1/1880,4.77
4/1/1880,5.18
3/1/1880,5.30
2/1/1880,5.20
1/1/1880,5.11
12/1/1879,4.92
11/1/1879,4.93
10/1/1879,4.68
9/1/1879,4.22
8/1/1879,4.07
7/1/1879,4.04
6/1/1879,3.96
5/1/1879,3.94
4/1/1879,3.77
3/1/1879,3.65
2/1/1879,3.71
1/1/1879,3.58
12/1/1878,3.45
11/1/1878,3.47
10/1/1878,3.48
9/1/1878,3.52
8/1/1878,3.45
7/1/1878,3.48
6/1/1878,3.41
5/1/1878,3.34
4/1/1878,3.33
3/1/1878,3.24
2/1/1878,3.18
1/1/1878,3.25
12/1/1877,3.25
11/1/1877,3.26
10/1/1877,3.31
9/1/1877,3.24
8/1/1877,3.05
7/1/1877,2.85
6/1/1877,2.73
5/1/1877,2.94
4/1/1877,2.94
3/1/1877,3.17
2/1/1877,3.34
1/1/1877,3.55
12/1/1876,3.58
11/1/1876,3.60
10/1/1876,3.67
9/1/1876,3.69
8/1/1876,3.93
7/1/1876,4.10
6/1/1876,4.15
5/1/1876,4.18
4/1/1876,4.34
3/1/1876,4.51
2/1/1876,4.52
1/1/1876,4.46
12/1/1875,4.37
11/1/1875,4.37
10/1/1875,4.30
9/1/1875,4.37
8/1/1875,4.41
7/1/1875,4.39
6/1/1875,4.38
5/1/1875,4.47
4/1/1875,4.65
3/1/1875,4.59
2/1/1875,4.53
1/1/1875,4.54
12/1/1874,4.54
11/1/1874,4.57
10/1/1874,4.53
9/1/1874,4.54
8/1/1874,4.47
7/1/1874,4.46
6/1/1874,4.46
5/1/1874,4.48
4/1/1874,4.60
3/1/1874,4.73
2/1/1874,4.80
1/1/1874,4.66
12/1/1873,4.42
11/1/1873,4.04
10/1/1873,4.19
9/1/1873,4.59
8/1/1873,4.97
7/1/1873,4.97
6/1/1873,4.98
5/1/1873,5.05
4/1/1873,5.04
3/1/1873,5.11
2/1/1873,5.15
1/1/1873,5.11
12/1/1872,5.07
11/1/1872,4.95
10/1/1872,4.97
9/1/1872,4.95
8/1/1872,5.04
7/1/1872,5.10
6/1/1872,5.13
5/1/1872,5.18
4/1/1872,5.18
3/1/1872,5.04
2/1/1872,4.88
1/1/1872,4.86
12/1/1871,4.74
11/1/1871,4.64
10/1/1871,4.59
9/1/1871,4.84
8/1/1871,4.79
7/1/1871,4.73
6/1/1871,4.82
5/1/1871,4.86
4/1/1871,4.74
3/1/1871,4.61
2/1/1871,4.50
1/1/1871,4.44
