Date,SP500,Gold
07/01/1948,16.42,34.71
08/01/1948,15.94,34.71
09/01/1948,15.76,34.71
10/01/1948,16.19,34.71
11/01/1948,15.29,34.71
12/01/1948,15.19,34.71
01/01/1949,15.36,31.69
02/01/1949,14.77,31.69
03/01/1949,14.91,31.69
04/01/1949,14.89,31.69
05/01/1949,14.78,31.69
06/01/1949,13.97,31.69
07/01/1949,14.76,31.69
08/01/1949,15.29,31.69
09/01/1949,15.49,31.69
10/01/1949,15.89,31.69
11/01/1949,16.11,31.69
12/01/1949,16.54,31.69
01/01/1950,16.88,34.72
02/01/1950,17.21,34.72
03/01/1950,17.35,34.72
04/01/1950,17.84,34.72
05/01/1950,18.44,34.72
06/01/1950,18.74,34.72
07/01/1950,17.38,34.72
08/01/1950,18.43,34.72
09/01/1950,19.08,34.72
10/01/1950,19.87,34.72
11/01/1950,19.83,34.72
12/01/1950,19.75,34.72
01/01/1951,21.21,34.72
02/01/1951,22.0,34.72
03/01/1951,21.63,34.72
04/01/1951,21.92,34.72
05/01/1951,21.93,34.72
06/01/1951,21.55,34.72
07/01/1951,21.93,34.72
08/01/1951,22.89,34.72
09/01/1951,23.48,34.72
10/01/1951,23.36,34.72
11/01/1951,22.71,34.72
12/01/1951,23.41,34.72
01/01/1952,24.19,34.6
02/01/1952,23.75,34.6
03/01/1952,23.81,34.6
04/01/1952,23.74,34.6
05/01/1952,23.73,34.6
06/01/1952,24.38,34.6
07/01/1952,25.08,34.6
08/01/1952,25.18,34.6
09/01/1952,24.78,34.6
10/01/1952,24.26,34.6
11/01/1952,25.03,34.6
12/01/1952,26.04,34.6
01/01/1953,26.18,34.84
02/01/1953,25.86,34.84
03/01/1953,25.99,34.84
04/01/1953,24.71,34.84
05/01/1953,24.84,34.84
06/01/1953,23.95,34.84
07/01/1953,24.29,34.84
08/01/1953,24.39,34.84
09/01/1953,23.27,34.84
10/01/1953,23.97,34.84
11/01/1953,24.5,34.84
12/01/1953,24.83,34.84
01/01/1954,25.46,35.04
02/01/1954,26.02,35.04
03/01/1954,26.57,35.04
04/01/1954,27.63,35.04
05/01/1954,28.73,35.04
06/01/1954,28.96,35.04
07/01/1954,30.13,35.04
08/01/1954,30.73,35.04
09/01/1954,31.45,35.04
10/01/1954,32.18,35.04
11/01/1954,33.44,35.04
12/01/1954,34.97,35.04
01/01/1955,35.6,35.03
02/01/1955,36.79,35.03
03/01/1955,36.5,35.03
04/01/1955,37.76,35.03
05/01/1955,37.6,35.03
06/01/1955,39.78,35.03
07/01/1955,42.69,35.03
08/01/1955,42.43,35.03
09/01/1955,44.34,35.03
10/01/1955,42.11,35.03
11/01/1955,44.95,35.03
12/01/1955,45.37,35.03
01/01/1956,44.15,34.99
02/01/1956,44.43,34.99
03/01/1956,47.49,34.99
04/01/1956,48.05,34.99
05/01/1956,46.54,34.99
06/01/1956,46.27,34.99
07/01/1956,48.78,34.99
08/01/1956,48.49,34.99
09/01/1956,46.84,34.99
10/01/1956,46.24,34.99
11/01/1956,45.76,34.99
12/01/1956,46.44,34.99
01/01/1957,45.43,34.95
02/01/1957,43.47,34.95
03/01/1957,44.03,34.95
04/01/1957,45.05,34.95
05/01/1957,46.78,34.95
06/01/1957,47.55,34.95
07/01/1957,48.51,34.95
08/01/1957,45.84,34.95
09/01/1957,43.98,34.95
10/01/1957,41.24,34.95
11/01/1957,40.35,34.95
12/01/1957,40.33,34.95
01/01/1958,41.12,35.1
02/01/1958,41.26,35.1
03/01/1958,42.11,35.1
04/01/1958,42.34,35.1
05/01/1958,43.7,35.1
06/01/1958,44.75,35.1
07/01/1958,45.98,35.1
08/01/1958,47.7,35.1
09/01/1958,48.96,35.1
10/01/1958,50.95,35.1
11/01/1958,52.5,35.1
12/01/1958,53.49,35.1
01/01/1959,55.62,35.1
02/01/1959,54.77,35.1
03/01/1959,56.16,35.1
04/01/1959,57.1,35.1
05/01/1959,57.96,35.1
06/01/1959,57.46,35.1
07/01/1959,59.74,35.1
08/01/1959,59.4,35.1
09/01/1959,57.05,35.1
10/01/1959,57.0,35.1
11/01/1959,57.23,35.1
12/01/1959,59.06,35.1
01/01/1960,58.03,35.27
02/01/1960,55.78,35.27
03/01/1960,55.02,35.27
04/01/1960,55.73,35.27
05/01/1960,55.22,35.27
06/01/1960,57.26,35.27
07/01/1960,55.84,35.27
08/01/1960,56.51,35.27
09/01/1960,54.81,35.27
10/01/1960,53.73,35.27
11/01/1960,55.47,35.27
12/01/1960,56.8,35.27
01/01/1961,59.72,35.25
02/01/1961,62.17,35.25
03/01/1961,64.12,35.25
04/01/1961,65.83,35.25
05/01/1961,66.5,35.25
06/01/1961,65.62,35.25
07/01/1961,65.44,35.25
08/01/1961,67.79,35.25
09/01/1961,67.26,35.25
10/01/1961,68.0,35.25
11/01/1961,71.08,35.25
12/01/1961,71.74,35.25
01/01/1962,69.07,35.23
02/01/1962,70.22,35.23
03/01/1962,70.29,35.23
04/01/1962,68.05,35.23
05/01/1962,62.99,35.23
06/01/1962,55.63,35.23
07/01/1962,56.97,35.23
08/01/1962,58.52,35.23
09/01/1962,58.0,35.23
10/01/1962,56.17,35.23
11/01/1962,60.04,35.23
12/01/1962,62.64,35.23
01/01/1963,65.06,35.09
02/01/1963,65.92,35.09
03/01/1963,65.67,35.09
04/01/1963,68.76,35.09
05/01/1963,70.14,35.09
06/01/1963,70.11,35.09
07/01/1963,69.07,35.09
08/01/1963,70.98,35.09
09/01/1963,72.85,35.09
10/01/1963,73.03,35.09
11/01/1963,72.62,35.09
12/01/1963,74.17,35.09
01/01/1964,76.45,35.1
02/01/1964,77.39,35.1
03/01/1964,78.8,35.1
04/01/1964,79.94,35.1
05/01/1964,80.72,35.1
06/01/1964,80.24,35.1
07/01/1964,83.22,35.1
08/01/1964,82.0,35.1
09/01/1964,83.41,35.1
10/01/1964,84.85,35.1
11/01/1964,85.44,35.1
12/01/1964,83.96,35.1
01/01/1965,86.12,35.12
02/01/1965,86.75,35.12
03/01/1965,86.83,35.12
04/01/1965,87.97,35.12
05/01/1965,89.28,35.12
06/01/1965,85.04,35.12
07/01/1965,84.91,35.12
08/01/1965,86.49,35.12
09/01/1965,89.38,35.12
10/01/1965,91.39,35.12
11/01/1965,92.15,35.12
12/01/1965,91.73,35.12
01/01/1966,93.32,35.13
02/01/1966,92.69,35.13
03/01/1966,88.88,35.13
04/01/1966,91.6,35.13
05/01/1966,86.78,35.13
06/01/1966,86.06,35.13
07/01/1966,85.84,35.13
08/01/1966,80.65,35.13
09/01/1966,77.81,35.13
10/01/1966,77.13,35.13
11/01/1966,80.99,35.13
12/01/1966,81.33,35.13
01/01/1967,84.45,34.95
02/01/1967,87.36,34.95
03/01/1967,89.42,34.95
04/01/1967,90.96,34.95
05/01/1967,92.59,34.95
06/01/1967,91.43,34.95
07/01/1967,93.01,34.95
08/01/1967,94.49,34.95
09/01/1967,95.81,34.95
10/01/1967,95.66,34.95
11/01/1967,92.66,34.95
12/01/1967,95.3,34.95
01/01/1968,95.04,39.31
02/01/1968,90.75,39.31
03/01/1968,89.09,39.31
04/01/1968,95.67,39.31
05/01/1968,97.87,39.31
06/01/1968,100.5,39.31
07/01/1968,100.3,39.31
08/01/1968,98.11,39.31
09/01/1968,101.3,39.31
10/01/1968,103.8,39.31
11/01/1968,105.4,39.31
12/01/1968,106.5,39.31
01/01/1969,102.0,41.28
02/01/1969,101.5,41.28
03/01/1969,99.3,41.28
04/01/1969,101.3,41.28
05/01/1969,104.6,41.28
06/01/1969,99.14,41.28
07/01/1969,94.71,41.28
08/01/1969,94.18,41.28
09/01/1969,94.51,41.28
10/01/1969,95.52,41.28
11/01/1969,96.21,41.28
12/01/1969,91.11,41.28
01/01/1970,90.31,36.02
02/01/1970,87.16,36.02
03/01/1970,88.65,36.02
04/01/1970,85.95,36.02
05/01/1970,76.06,36.02
06/01/1970,75.59,36.02
07/01/1970,75.72,36.02
08/01/1970,77.92,36.02
09/01/1970,82.58,36.02
10/01/1970,84.37,36.02
11/01/1970,84.28,36.02
12/01/1970,90.05,36.02
01/01/1971,93.49,40.62
02/01/1971,97.11,40.62
03/01/1971,99.6,40.62
04/01/1971,103.0,40.62
05/01/1971,101.6,40.62
06/01/1971,99.72,40.62
07/01/1971,99.0,40.62
08/01/1971,97.24,40.62
09/01/1971,99.4,40.62
10/01/1971,97.29,40.62
11/01/1971,92.78,40.62
12/01/1971,99.17,40.62
01/01/1972,103.3,58.42
02/01/1972,105.2,58.42
03/01/1972,107.7,58.42
04/01/1972,108.8,58.42
05/01/1972,107.7,58.42
06/01/1972,108.0,58.42
07/01/1972,107.2,58.42
08/01/1972,111.0,58.42
09/01/1972,109.4,58.42
10/01/1972,109.6,58.42
11/01/1972,115.1,58.42
12/01/1972,117.5,58.42
01/01/1973,118.4,97.39
02/01/1973,114.2,97.39
03/01/1973,112.4,97.39
04/01/1973,110.3,97.39
05/01/1973,107.2,97.39
06/01/1973,104.8,97.39
07/01/1973,105.8,97.39
08/01/1973,103.8,97.39
09/01/1973,105.6,97.39
10/01/1973,109.8,97.39
11/01/1973,102.0,97.39
12/01/1973,94.78,97.39
01/01/1974,96.11,154.0
02/01/1974,93.45,154.0
03/01/1974,97.44,154.0
04/01/1974,92.46,154.0
05/01/1974,89.67,154.0
06/01/1974,89.79,154.0
07/01/1974,79.31,154.0
08/01/1974,76.03,154.0
09/01/1974,68.12,154.0
10/01/1974,69.44,154.0
11/01/1974,71.74,154.0
12/01/1974,67.07,154.0
01/01/1975,72.56,160.86
02/01/1975,80.1,160.86
03/01/1975,83.78,160.86
04/01/1975,84.72,160.86
05/01/1975,90.1,160.86
06/01/1975,92.4,160.86
07/01/1975,92.49,160.86
08/01/1975,85.71,160.86
09/01/1975,84.67,160.86
10/01/1975,88.57,160.86
11/01/1975,90.07,160.86
12/01/1975,88.7,160.86
01/01/1976,96.86,124.74
02/01/1976,100.6,124.74
03/01/1976,101.1,124.74
04/01/1976,101.9,124.74
05/01/1976,101.2,124.74
06/01/1976,101.8,124.74
07/01/1976,104.2,124.74
08/01/1976,103.3,124.74
09/01/1976,105.5,124.74
10/01/1976,101.9,124.74
11/01/1976,101.2,124.74
12/01/1976,104.7,124.74
01/01/1977,103.8,147.84
02/01/1977,101.0,147.84
03/01/1977,100.6,147.84
04/01/1977,99.05,147.84
05/01/1977,98.76,147.84
06/01/1977,99.29,147.84
07/01/1977,100.2,147.84
08/01/1977,97.75,147.84
09/01/1977,96.23,147.84
10/01/1977,93.74,147.84
11/01/1977,94.28,147.84
12/01/1977,93.82,147.84
01/01/1978,90.25,193.4
02/01/1978,88.98,193.4
03/01/1978,88.82,193.4
04/01/1978,92.71,193.4
05/01/1978,97.41,193.4
06/01/1978,97.66,193.4
07/01/1978,97.19,193.4
08/01/1978,103.9,193.4
09/01/1978,103.9,193.4
10/01/1978,100.6,193.4
11/01/1978,94.71,193.4
12/01/1978,96.11,193.4
01/01/1979,99.71,306.0
02/01/1979,98.23,306.0
03/01/1979,100.1,306.0
04/01/1979,102.1,306.0
05/01/1979,99.73,306.0
06/01/1979,101.7,306.0
07/01/1979,102.7,306.0
08/01/1979,107.4,306.0
09/01/1979,108.6,306.0
10/01/1979,104.5,306.0
11/01/1979,103.7,306.0
12/01/1979,107.8,306.0
01/01/1980,110.9,615.0
02/01/1980,115.3,615.0
03/01/1980,104.7,615.0
04/01/1980,103.0,615.0
05/01/1980,107.7,615.0
06/01/1980,114.6,615.0
07/01/1980,119.8,615.0
08/01/1980,123.5,615.0
09/01/1980,126.5,615.0
10/01/1980,130.2,615.0
11/01/1980,135.7,615.0
12/01/1980,133.5,615.0
01/01/1981,133.0,460.0
02/01/1981,128.4,460.0
03/01/1981,133.2,460.0
04/01/1981,134.4,460.0
05/01/1981,131.7,460.0
06/01/1981,132.3,460.0
07/01/1981,129.1,460.0
08/01/1981,129.6,460.0
09/01/1981,118.3,460.0
10/01/1981,119.8,460.0
11/01/1981,122.9,460.0
12/01/1981,123.8,460.0
01/01/1982,117.3,376.0
02/01/1982,114.5,376.0
03/01/1982,110.8,376.0
04/01/1982,116.3,376.0
05/01/1982,116.4,376.0
06/01/1982,109.7,376.0
07/01/1982,109.4,376.0
08/01/1982,109.7,376.0
09/01/1982,122.4,376.0
10/01/1982,132.7,376.0
11/01/1982,138.1,376.0
12/01/1982,139.4,376.0
01/01/1983,144.3,424.0
02/01/1983,146.8,424.0
03/01/1983,151.9,424.0
04/01/1983,157.7,424.0
05/01/1983,164.1,424.0
06/01/1983,166.4,424.0
07/01/1983,167.0,424.0
08/01/1983,162.4,424.0
09/01/1983,167.2,424.0
10/01/1983,167.7,424.0
11/01/1983,165.2,424.0
12/01/1983,164.4,424.0
01/01/1984,166.4,361.0
02/01/1984,157.3,361.0
03/01/1984,157.4,361.0
04/01/1984,157.6,361.0
05/01/1984,156.6,361.0
06/01/1984,153.1,361.0
07/01/1984,151.1,361.0
08/01/1984,164.4,361.0
09/01/1984,166.1,361.0
10/01/1984,164.8,361.0
11/01/1984,166.3,361.0
12/01/1984,164.5,361.0
01/01/1985,171.6,317.0
02/01/1985,180.9,317.0
03/01/1985,179.4,317.0
04/01/1985,180.6,317.0
05/01/1985,184.9,317.0
06/01/1985,188.9,317.0
07/01/1985,192.5,317.0
08/01/1985,188.3,317.0
09/01/1985,184.1,317.0
10/01/1985,186.2,317.0
11/01/1985,197.5,317.0
12/01/1985,207.3,317.0
01/01/1986,208.2,368.0
02/01/1986,219.4,368.0
03/01/1986,232.3,368.0
04/01/1986,238.0,368.0
05/01/1986,238.5,368.0
06/01/1986,245.3,368.0
07/01/1986,240.2,368.0
08/01/1986,245.0,368.0
09/01/1986,238.3,368.0
10/01/1986,237.4,368.0
11/01/1986,245.1,368.0
12/01/1986,248.6,368.0
01/01/1987,264.5,447.0
02/01/1987,280.9,447.0
03/01/1987,292.5,447.0
04/01/1987,289.3,447.0
05/01/1987,289.1,447.0
06/01/1987,301.4,447.0
07/01/1987,310.1,447.0
08/01/1987,329.4,447.0
09/01/1987,318.7,447.0
10/01/1987,280.2,447.0
11/01/1987,245.0,447.0
12/01/1987,241.0,447.0
01/01/1988,250.5,437.0
02/01/1988,258.1,437.0
03/01/1988,265.7,437.0
04/01/1988,262.6,437.0
05/01/1988,256.1,437.0
06/01/1988,270.7,437.0
07/01/1988,269.1,437.0
08/01/1988,263.7,437.0
09/01/1988,268.0,437.0
10/01/1988,277.4,437.0
11/01/1988,271.0,437.0
12/01/1988,276.5,437.0
01/01/1989,285.4,381.0
02/01/1989,294.0,381.0
03/01/1989,292.7,381.0
04/01/1989,302.3,381.0
05/01/1989,313.9,381.0
06/01/1989,323.7,381.0
07/01/1989,331.9,381.0
08/01/1989,346.6,381.0
09/01/1989,347.3,381.0
10/01/1989,347.4,381.0
11/01/1989,340.2,381.0
12/01/1989,348.6,381.0
01/01/1990,339.97,383.51
02/01/1990,330.45,383.51
03/01/1990,338.46,383.51
04/01/1990,338.18,383.51
05/01/1990,350.25,383.51
06/01/1990,360.39,383.51
07/01/1990,360.03,383.51
08/01/1990,330.75,383.51
09/01/1990,315.41,383.51
10/01/1990,307.12,383.51
11/01/1990,315.29,383.51
12/01/1990,328.75,383.51
01/01/1991,325.49,362.11
02/01/1991,362.26,362.11
03/01/1991,372.28,362.11
04/01/1991,379.68,362.11
05/01/1991,377.99,362.11
06/01/1991,378.29,362.11
07/01/1991,380.23,362.11
08/01/1991,389.4,362.11
09/01/1991,387.2,362.11
10/01/1991,386.88,362.11
11/01/1991,385.92,362.11
12/01/1991,388.51,362.11
01/01/1992,416.08,343.82
02/01/1992,412.56,343.82
03/01/1992,407.36,343.82
04/01/1992,407.41,343.82
05/01/1992,414.81,343.82
06/01/1992,408.27,343.82
07/01/1992,415.05,343.82
08/01/1992,417.93,343.82
09/01/1992,418.48,343.82
10/01/1992,412.5,343.82
11/01/1992,422.84,343.82
12/01/1992,435.64,343.82
01/01/1993,435.23,359.77
02/01/1993,441.7,359.77
03/01/1993,450.16,359.77
04/01/1993,443.08,359.77
05/01/1993,445.25,359.77
06/01/1993,448.06,359.77
07/01/1993,447.29,359.77
08/01/1993,454.13,359.77
09/01/1993,459.24,359.77
10/01/1993,463.9,359.77
11/01/1993,462.89,359.77
12/01/1993,465.95,359.77
01/01/1994,472.99,384.0
02/01/1994,471.58,384.0
03/01/1994,463.81,384.0
04/01/1994,447.23,384.0
05/01/1994,450.9,384.0
06/01/1994,454.83,384.0
07/01/1994,451.4,384.0
08/01/1994,464.24,384.0
09/01/1994,466.96,384.0
10/01/1994,463.81,384.0
11/01/1994,461.01,384.0
12/01/1994,455.19,384.0
01/01/1995,465.25,383.79
02/01/1995,481.92,383.79
03/01/1995,493.15,383.79
04/01/1995,507.91,383.79
05/01/1995,523.81,383.79
06/01/1995,539.35,383.79
07/01/1995,557.37,383.79
08/01/1995,559.11,383.79
09/01/1995,578.77,383.79
10/01/1995,582.92,383.79
11/01/1995,595.53,383.79
12/01/1995,614.57,383.79
01/01/1996,614.42,387.81
02/01/1996,649.54,387.81
03/01/1996,647.07,387.81
04/01/1996,647.17,387.81
05/01/1996,661.23,387.81
06/01/1996,668.5,387.81
07/01/1996,644.07,387.81
08/01/1996,662.68,387.81
09/01/1996,674.88,387.81
10/01/1996,701.46,387.81
11/01/1996,735.67,387.81
12/01/1996,743.25,387.81
01/01/1997,766.22,331.02
02/01/1997,798.39,331.02
03/01/1997,792.16,331.02
04/01/1997,763.93,331.02
05/01/1997,833.09,331.02
06/01/1997,876.29,331.02
07/01/1997,925.29,331.02
08/01/1997,927.24,331.02
09/01/1997,937.02,331.02
10/01/1997,951.16,331.02
11/01/1997,938.92,331.02
12/01/1997,962.37,331.02
01/01/1998,963.36,294.24
02/01/1998,1023.74,294.24
03/01/1998,1076.83,294.24
04/01/1998,1112.2,294.24
05/01/1998,1108.42,294.24
06/01/1998,1108.39,294.24
07/01/1998,1156.58,294.24
08/01/1998,1074.62,294.24
09/01/1998,1020.64,294.24
10/01/1998,1032.47,294.24
11/01/1998,1144.43,294.24
12/01/1998,1190.05,294.24
01/01/1999,1248.77,278.98
02/01/1999,1246.58,278.98
03/01/1999,1281.66,278.98
04/01/1999,1334.76,278.98
05/01/1999,1332.07,278.98
06/01/1999,1322.55,278.98
07/01/1999,1380.99,278.98
08/01/1999,1327.49,278.98
09/01/1999,1318.17,278.98
10/01/1999,1300.01,278.98
11/01/1999,1391.0,278.98
12/01/1999,1428.68,278.98
01/01/2000,1425.59,279.11
02/01/2000,1388.87,279.11
03/01/2000,1442.21,279.11
04/01/2000,1461.36,279.11
05/01/2000,1418.48,279.11
06/01/2000,1461.96,279.11
07/01/2000,1473.0,279.11
08/01/2000,1485.46,279.11
09/01/2000,1468.05,275.3
10/01/2000,1390.14,271.15
11/01/2000,1378.04,267.0
12/01/2000,1330.93,270.85
01/01/2001,1335.63,267.0
02/01/2001,1305.75,266.55
03/01/2001,1185.85,261.55
04/01/2001,1189.84,267.0
05/01/2001,1270.37,264.85
06/01/2001,1238.71,267.65
07/01/2001,1204.45,267.0
08/01/2001,1178.5,270.3
09/01/2001,1044.64,282.0
10/01/2001,1076.59,285.65
11/01/2001,1129.68,276.8
12/01/2001,1144.93,276.1
01/01/2002,1140.21,280.5
02/01/2002,1100.67,289.5
03/01/2002,1153.79,300.3
04/01/2002,1111.93,305.75
05/01/2002,1079.25,317.8
06/01/2002,1014.02,320.05
07/01/2002,903.59,308.6
08/01/2002,912.55,307.8
09/01/2002,867.81,280.5
10/01/2002,854.63,320.0
11/01/2002,909.93,317.8
12/01/2002,899.18,280.5
01/01/2003,895.84,357.2
02/01/2003,837.03,359.1
03/01/2003,846.63,342.55
04/01/2003,890.03,337.55
05/01/2003,935.96,351.75
06/01/2003,988.0,357.2
07/01/2003,992.54,352.7
08/01/2003,989.53,364.9
09/01/2003,1019.44,380.2
10/01/2003,1038.73,385.0
11/01/2003,1049.9,389.8
12/01/2003,1080.64,406.45
01/01/2004,1132.52,408.95
02/01/2004,1143.36,408.95
03/01/2004,1123.98,411.85
04/01/2004,1133.36,407.1
05/01/2004,1102.78,390.5
06/01/2004,1132.76,393.25
07/01/2004,1105.85,393.5
08/01/2004,1088.94,408.95
09/01/2004,1117.66,413.0
10/01/2004,1117.21,423.8
11/01/2004,1168.94,439.3
12/01/2004,1199.21,444.55
01/01/2005,1181.41,426.4
02/01/2005,1199.63,429.35
03/01/2005,1194.9,431.85
04/01/2005,1164.43,431.65
05/01/2005,1178.28,426.4
06/01/2005,1202.25,426.15
07/01/2005,1222.24,428.85
08/01/2005,1224.27,431.9
09/01/2005,1225.92,453.75
10/01/2005,1191.96,466.45
11/01/2005,1237.37,478.8
12/01/2005,1262.07,505.65
01/01/2006,1278.73,535.925
02/01/2006,1276.65,566.2
03/01/2006,1293.74,572.15
04/01/2006,1302.17,616.9
05/01/2006,1290.01,650.25
06/01/2006,1253.17,628.15
07/01/2006,1260.24,632.6
08/01/2006,1287.15,630.65
09/01/2006,1317.74,611.5
10/01/2006,1363.38,620.6
11/01/2006,1388.64,629.7
12/01/2006,1416.42,640.45
01/01/2007,1424.16,643.6
02/01/2007,1444.8,661.15
03/01/2007,1406.95,668.0
04/01/2007,1463.64,643.6
05/01/2007,1511.14,667.35
06/01/2007,1514.19,654.8
07/01/2007,1520.71,643.6
08/01/2007,1454.62,668.1
09/01/2007,1497.12,707.65
10/01/2007,1539.66,768.55
11/01/2007,1463.39,783.75
12/01/2007,1479.22,809.4
01/01/2008,1378.76,885.7
02/01/2008,1354.87,948.45
03/01/2008,1316.94,950.2
04/01/2008,1370.47,888.9
05/01/2008,1403.22,871.15
06/01/2008,1341.25,885.7
07/01/2008,1257.33,928.75
08/01/2008,1281.47,867.1
09/01/2008,1216.95,852.05
10/01/2008,968.8,797.4
11/01/2008,883.04,772.5
12/01/2008,877.56,850.4
01/01/2009,865.58,904.4
02/01/2009,805.23,904.4
03/01/2009,757.13,904.4
04/01/2009,848.15,904.65
05/01/2009,902.41,931.4
06/01/2009,926.12,952.95
07/01/2009,935.82,941.5
08/01/2009,1009.73,952.15
09/01/2009,1044.55,981.1
10/01/2009,1067.66,1023.55
11/01/2009,1088.07,904.4
12/01/2009,1110.38,1138.1
01/01/2010,1123.58,1100.35
02/01/2010,1089.16,1099.65
03/01/2010,1152.05,1116.3
04/01/2010,1197.32,1152.6
05/01/2010,1125.06,1195.4
06/01/2010,1083.36,1235.15
07/01/2010,1079.8,1194.0
08/01/2010,1087.28,1100.35
09/01/2010,1122.08,1277.05
10/01/2010,1171.58,1333.05
11/01/2010,1198.89,1372.65
12/01/2010,1241.53,1403.95
01/01/2011,1282.62,1374.7
02/01/2011,1321.12,1371.2
03/01/2011,1304.49,1427.1
04/01/2011,1331.51,1494.7
05/01/2011,1338.31,1374.7
06/01/2011,1287.29,1519.0
07/01/2011,1325.19,1565.25
08/01/2011,1185.31,1725.75
09/01/2011,1173.88,1723.1
10/01/2011,1207.22,1676.0
11/01/2011,1226.42,1726.1
12/01/2011,1243.32,1656.4
01/01/2012,1300.58,1690.225
02/01/2012,1352.49,1724.05
03/01/2012,1389.24,1683.95
04/01/2012,1386.43,1648.875
05/01/2012,1341.27,1613.8
06/01/2012,1323.48,1581.75
07/01/2012,1359.78,1615.375
08/01/2012,1403.45,1649.0
09/01/2012,1443.42,1730.1
10/01/2012,1437.82,1741.75
11/01/2012,1394.51,1716.6
12/01/2012,1422.29,1694.85
01/01/2013,1480.4,1666.7
02/01/2013,1512.31,1620.8
03/01/2013,1550.83,1587.2
04/01/2013,1570.7,1534.5
05/01/2013,1639.84,1434.2
06/01/2013,1618.77,1306.45
07/01/2013,1668.68,1273.55
08/01/2013,1670.09,1359.55
09/01/2013,1687.17,1666.7
10/01/2013,1720.03,1325.8
11/01/2013,1783.54,1288.15
12/01/2013,1807.78,1666.7
01/01/2014,1822.36,1222.2
02/01/2014,1817.04,1281.9
03/01/2014,1863.52,1309.65
04/01/2014,1864.26,1290.35
05/01/2014,1889.77,1267.15
06/01/2014,1947.09,1222.2
07/01/2014,1973.1,1304.0
08/01/2014,1961.53,1284.95
09/01/2014,1993.23,1247.5
10/01/2014,1937.27,1189.4
11/01/2014,2044.57,1170.8
12/01/2014,2054.27,1171.95
01/01/2015,2028.18,1231.25
02/01/2015,2082.2,1231.25
03/01/2015,2079.99,1231.25
04/01/2015,2094.86,1182.65
05/01/2015,2111.94,1183.75
06/01/2015,2099.29,1181.05
07/01/2015,2094.14,1134.0
08/01/2015,2039.87,1113.55
09/01/2015,1944.41,1124.5
10/01/2015,2024.81,1128.35
11/01/2015,2080.62,1231.25
12/01/2015,2054.08,1062.45
01/01/2016,1918.6,1089.9
02/01/2016,1904.42,1175.3
03/01/2016,2021.95,1237.35
04/01/2016,2075.54,1260.75
05/01/2016,2065.55,1089.9
06/01/2016,2083.89,1267.05
07/01/2016,2148.9,1336.75
08/01/2016,2170.95,1327.85
09/01/2016,2157.69,1309.3
10/01/2016,2143.02,1292.5
11/01/2016,2164.99,1225.05
12/01/2016,2246.63,1161.35
01/01/2017,2275.12,1196.8
02/01/2017,2329.91,1232.25
03/01/2017,2366.82,1247.55
04/01/2017,2359.31,1256.8
05/01/2017,2395.35,1270.35
06/01/2017,2433.99,1254.35
07/01/2017,2454.1,1251.3
08/01/2017,2456.22,1292.3
09/01/2017,2492.84,1300.85
10/01/2017,2557.0,1286.775
11/01/2017,2593.61,1272.7
12/01/2017,2664.34,1290.2
01/01/2018,2789.8,1320.65
02/01/2018,2705.16,1329.65
03/01/2018,2702.77,1316.6
04/01/2018,2653.63,1320.65
05/01/2018,2701.49,1306.65
06/01/2018,2754.35,1274.95
07/01/2018,2793.64,1320.65
08/01/2018,2857.82,1211.6
09/01/2018,2901.5,1192.65
10/01/2018,2785.46,1201.95
11/01/2018,2723.23,1217.8
12/01/2018,2567.31,1250.4
01/01/2019,2607.39,1302.85
02/01/2019,2754.86,1316.55
03/01/2019,2803.98,1302.6
04/01/2019,2903.8,1287.3
05/01/2019,2854.71,1292.25
06/01/2019,2890.17,1358.35
07/01/2019,2996.11,1406.35
08/01/2019,2897.5,1465.2
09/01/2019,2982.16,1302.85
10/01/2019,2977.68,1490.05
11/01/2019,3104.9,1488.3
12/01/2019,3176.75,1302.85
01/01/2020,3278.2,1550.5
02/01/2020,3277.31,1578.5
03/01/2020,2652.39,1550.5
04/01/2020,2761.98,1627.1
05/01/2020,2919.61,1711.75
06/01/2020,3104.66,1766.7
07/01/2020,3207.62,1878.2
08/01/2020,3391.71,1975.95
09/01/2020,3365.52,1924.6
10/01/2020,3418.7,1880.75
11/01/2020,3548.99,1550.5
12/01/2020,3695.31,1834.05
01/01/2021,3793.75,1879.75
02/01/2021,3883.43,1797.35
03/01/2021,3910.51,1725.45
04/01/2021,4141.18,1737.05
05/01/2021,4167.85,1845.5
06/01/2021,4238.49,1837.95
07/01/2021,4363.71,1794.15
08/01/2021,4454.21,1879.75
09/01/2021,4445.54,1784.4
10/01/2021,4460.71,1768.65
11/01/2021,4667.39,1780.55
12/01/2021,4674.77,1801.15
01/01/2022,4573.82,1812.55
02/01/2022,4435.98,1848.3
03/01/2022,4391.27,1928.75
04/01/2022,4391.3,1922.15
05/01/2022,4040.36,1812.55
06/01/2022,3898.95,1817.55
07/01/2022,3911.73,1779.2
08/01/2022,4158.56,1738.35
09/01/2022,3850.52,1685.15
10/01/2022,3726.05,1651.55
11/01/2022,3917.49,1688.4
12/01/2022,3912.38,1794.2
01/01/2023,3960.66,1836.125
02/01/2023,4079.68,1878.05
03/01/2023,3968.56,1898.05
04/01/2023,4121.47,1979.1
05/01/2023,4146.17,1972.0
06/01/2023,4345.37,1942.15
07/01/2023,4508.08,1944.2
08/01/2023,4426.24,1951.55
